Kevin Lin Hua Liu,0,1,947,NR,NR,NR,1000,947,,100
Lost to Trevor Tak Sing Chun in Yellow Shell Ro32 of 2023 OGo-PoCo B&Y Open: -53 points for a new rating of 947
