955,NR,Stone Guan,BC11506,0,1,NR,1000
954,NR,Cliff Yang,BC15372,0,1,NR,1000
953,NR,Dong Ly,BC16046,0,1,NR,1000
951,NR,Nelson Oi Sang Chan,BC16318,0,1,NR,1000
951,NR,Brent Gordon Dunlop,BC15726,0,1,NR,1000
951,NR,Mitash Jain,BC17537,0,1,NR,1000
951,NR,Van Long Nguyen,BC16173,0,1,NR,1000
950,82,Paul Green,BC0419,1,2,NR,1000
950,NR,Manuel Liefsoens,BC6194,0,1,NR,1000
950,NR,Ben George,BC16241,0,1,NR,1000
950,NR,Michael Olynyk,BC15529,0,1,NR,1000
950,NR,Derrick Church,BC13846,0,1,NR,1000
950,NR,Thomas Nowak,BC3368,0,1,NR,1000
950,NR,Richard Wu,BC13444,0,1,NR,1000
950,NR,Shaun Loo,BC17815,0,1,NR,1000
950,NR,Jalil Waiz,BC7562,0,1,NR,1000
950,NR,Nicholas Poon,BC14114,0,1,NR,1000
950,NR,Bruno Koloska,BC17474,0,1,NR,1000
950,NR,Anthony Chen,BC17295,0,1,NR,1000
950,NR,Luke Lee,BC8269,0,1,NR,1000
950,NR,Benson Wong,BC16112,0,1,NR,1000
950,NR,Clement Li,BC16088,0,1,NR,1000
950,NR,Bryan Yang,BC20456,0,1,NR,1000
950,NR,Kevin Ye,BC15490,0,1,NR,1000
950,NR,Aidan Jia Zhang,BC15192,0,1,NR,1000
950,NR,Allen Jiang,BC11371,0,1,NR,1000
950,NR,William Geng,BC16958,0,1,NR,1000
950,NR,Tam Tran,BC10071,0,1,NR,1000
950,NR,Sehajbir Sachdeva,BC17319,0,1,NR,1000
950,NR,Arthur Wei Cong,BC15606,0,1,NR,1000
950,NR,Ev Haus,BC19123,0,1,NR,1000
950,NR,Bike Liu,ID22T01,0,1,NR,1000
950,NR,Aakar Chatha,BC17063,0,1,NR,1000
950,NR,Matthieu Mercer,ID22T03,0,1,NR,1000
950,NR,Leo Zhou,BC19552,0,1,NR,1000
950,NR,Jason Fang,ON12782,0,1,NR,1000
950,NR,Haocheng Guo,BC19056,0,1,NR,1000
950,NR,Andrew Gu,MB36006,0,1,NR,1000
950,NR,Rex Orth,BC15155,0,1,NR,1000
950,NR,Oscar Xie,BC9514,0,1,NR,1000
950,NR,Jimmy Fan,BC16933,0,1,NR,1000
950,NR,Vincent Zonca,BC13450,0,1,NR,1000
950,NR,Julian Lai,QC04262,0,1,NR,1000
950,NR,Daniel Huang,BC14954,0,1,NR,1000
950,NR,Bobby Chen,BC9838,0,1,NR,1000
950,NR,Haoyang Peter Shen,ID22T05,0,1,NR,1000
950,NR,Sahil Aggarwal,BC16091,0,1,NR,1000
950,NR,Manarap Popli,BC17583,0,1,NR,1000
950,NR,Xun Wang,BC17618,0,1,NR,1000
950,NR,Huan Ge Zhang,BC17573,0,1,NR,1000
950,NR,Leon Yang,BC16148,0,1,NR,1000
950,NR,Tiger Yang,BC17189,0,1,NR,1000
950,NR,Lyle Xu,BC16236,0,1,NR,1000
950,NR,David Zhai,BC9636,0,1,NR,1000
946,NR,Arrio Chi To Choi,BC3212,0,1,NR,1000
945,NR,Allen Lee,BC5859,0,1,NR,1000
942,NR,Sushant Suresh,BC18405,0,1,NR,1000
942,NR,Calvin CH Chan,BC15594,0,1,NR,1000
942,NR,Leo Feng,AB08299,0,1,NR,1000
942,NR,Kien Dinh,ON42773,0,1,NR,1000
937,NR,Sam Tian,BC17168,0,1,NR,1000
936,83,Mike Devos,BC3279,1,3,NR,1000
921,84,Nicholas Lee,SK01305,1,3,NR,1000
911,NR,James Jih,BC6584,0,2,NR,1000
907,NR,Brendon Kwan,BC9351,0,2,NR,1000
907,NR,Yunyong Guo,BC12634,0,2,NR,1000
907,NR,Victor Chang,BC16223,0,2,NR,1000
907,NR,Andrew Meijer,BC6030,0,2,NR,1000
907,NR,Ratnesh Ippili,BC17071,0,2,NR,1000
